project_id	accession_id	species	cell	mate_id	pair_id	label	readType	file_type	qualities	mapper	mismatches	file_location	annotation	annotation_version	annotation_url	genome	genome_version	genome_url	dataType	rnaExtract	localization	replicate	lab	type
CLL	131TR76	Homo sapiens	B Lymphocyte	131TR.2	131TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_5_8_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	CA38N76	Homo sapiens	B Lymphocyte	CA38N.1	CA38N	Normal	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/CA3876.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	CA38N76	Homo sapiens	B Lymphocyte	CA38N.2	CA38N	Normal	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/CA3876.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	342TR76	Homo sapiens	B Lymphocyte	342TR.1	342TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012/C01BRACXX/C01BRACXX_5_5_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	342TR76	Homo sapiens	B Lymphocyte	342TR.2	342TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012/C01BRACXX/C01BRACXX_5_5_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	009TR76	Homo sapiens	B Lymphocyte	009TR.1	009TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_2_2_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	009TR76	Homo sapiens	B Lymphocyte	009TR.2	009TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_2_2_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	082TR76	Homo sapiens	B Lymphocyte	082TR.1	082TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/D030UACXX_7_4_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	082TR76	Homo sapiens	B Lymphocyte	082TR.2	082TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/D030UACXX_7_4_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	322TR76	Homo sapiens	B Lymphocyte	322TR.1	322TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/C01CLACXX/C01CLACXX_8_4_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	322TR76	Homo sapiens	B Lymphocyte	322TR.2	322TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/C01CLACXX/C01CLACXX_8_4_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	168TR76	Homo sapiens	B Lymphocyte	168TR.1	168TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_6_9_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	168TR76	Homo sapiens	B Lymphocyte	168TR.2	168TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_6_9_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	004TR54	Homo sapiens	B Lymphocyte	004TR.1	004TR	Tumor	2x54	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/004TR54.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CRG	fastq
CLL	004TR54	Homo sapiens	B Lymphocyte	004TR.2	004TR	Tumor	2x54	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/004TR54.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CRG	fastq
CLL	C430b	Homo sapiens	B Lymphocyte	C430.1	C430	ControlMemMD	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_3_11_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	C430b	Homo sapiens	B Lymphocyte	C430.2	C430	ControlMemMD	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_3_11_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	064TR76	Homo sapiens	B Lymphocyte	064TR.1	064TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/064TR76.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	064TR76	Homo sapiens	B Lymphocyte	064TR.2	064TR	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/064TR76.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	191TR76	Homo sapiens	B Lymphocyte	191TR.1	191TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_7_1_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	191TR76	Homo sapiens	B Lymphocyte	191TR.2	191TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_7_1_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	025TR76	Homo sapiens	B Lymphocyte	025TR1.1	025TR1	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/025TR76.1.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	025TR76	Homo sapiens	B Lymphocyte	025TR1.2	025TR1	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/025TR76.1.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	025TR76	Homo sapiens	B Lymphocyte	025TR2.1	025TR2	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/025TR76.2.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	025TR76	Homo sapiens	B Lymphocyte	025TR2.2	025TR2	Tumor	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/025TR76.2.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	264TR76	Homo sapiens	B Lymphocyte	264TR.1	264TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_3_1_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	264TR76	Homo sapiens	B Lymphocyte	264TR.2	264TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_3_1_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	170TR76	Homo sapiens	B Lymphocyte	170TR.1	170TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_6_10_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	170TR76	Homo sapiens	B Lymphocyte	170TR.2	170TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_6_10_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	181TR76	Homo sapiens	B Lymphocyte	181TR.1	181TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_7_4_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	181TR76	Homo sapiens	B Lymphocyte	181TR.2	181TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_7_4_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	C436b	Homo sapiens	B Lymphocyte	C436.1	C436	ControlMemMD	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_4_18_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	C436b	Homo sapiens	B Lymphocyte	C436.2	C436	ControlMemMD	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_4_18_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	CA48N76	Homo sapiens	B Lymphocyte	CA48N.1	CA48N	Normal	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/CA4876.r1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	CA48N76	Homo sapiens	B Lymphocyte	CA48N.2	CA48N	Normal	2x76	fastq	solexa	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/CRG/CA4876.r2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	189TR76	Homo sapiens	B Lymphocyte	189TR.1	189TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_7_12_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	189TR76	Homo sapiens	B Lymphocyte	189TR.2	189TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_7_12_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	175TR76	Homo sapiens	B Lymphocyte	175TR.1	175TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_7_3_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	175TR76	Homo sapiens	B Lymphocyte	175TR.2	175TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Sept2011/B02VRACXX_7_3_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	195TR76	Homo sapiens	B Lymphocyte	195TR.1	195TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_8_5_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	195TR76	Homo sapiens	B Lymphocyte	195TR.2	195TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/D0933ACXX/D0933ACXX_8_5_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	323TR76	Homo sapiens	B Lymphocyte	323TR.1	323TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/C01CLACXX/C01CLACXX_8_1_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	323TR76	Homo sapiens	B Lymphocyte	323TR.2	323TR	Tumor	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Oct2011/C01CLACXX/C01CLACXX_8_1_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	1	CNAG	fastq
CLL	C437b	Homo sapiens	B Lymphocyte	C437.1	C437	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_4_19_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	C437b	Homo sapiens	B Lymphocyte	C437.2	C437	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C0APYACXX/C0APYACXX_4_19_2.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	2	CNAG	fastq
CLL	C437c	Homo sapiens	B Lymphocyte	C437.1	C437	ControlMemAG	2x76	fastq	phred	GEM	2	/users/rg/dgonzalez/Projects/CLL/hg19/data/Jan2012Controls/C05MPACXX/C05MPACXX_4_19_1.fastq.gz	/users/rg/dgonzalez/ReferenceAnnotations/H.sapiens/gencode.v6.annot.plus.tRNAs.gtf	Gencode6	http://genome.ucsc.edu/ENCODE/downloads.html	/users/rg/amerkel/projects/ENCODE/References/H.sapiens.genome.hg19.main.fa	hg19	http://genome.ucsc.edu/ENCODE/downloads.html	RNASeq	LONGPOLYA	CELL	3	CNAG	fastq
