project_id	accession_id	species	cell	mate_id	pair_id	label	readType	read_length	file_type	qualities	file_location	dataType	rnaExtract	localization	replicate	lab	view	type
QBtau96	H2843	Bos taurus	Liver	H_2_2843.2	H_2_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2843.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	H2843	Bos taurus	Liver	H_3_2843.1	H_3_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2843.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	H2843	Bos taurus	Liver	H_3_2843.2	H_3_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2843.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	H2843	Bos taurus	Liver	H_4_2843.1	H_4_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2843.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	H2843	Bos taurus	Liver	H_4_2843.2	H_4_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2843.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	H2843	Bos taurus	Liver	H_5_2843.1	H_5_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2843.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	H2843	Bos taurus	Liver	H_5_2843.2	H_5_2843	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2843.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	H2481	Bos taurus	Liver	H_1_2481.1	H_1_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2481.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	H2481	Bos taurus	Liver	H_1_2481.2	H_1_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2481.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	H2481	Bos taurus	Liver	H_2_2481.1	H_2_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2481.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	H2481	Bos taurus	Liver	H_2_2481.2	H_2_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2481.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	H2481	Bos taurus	Liver	H_3_2481.1	H_3_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2481.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	H2481	Bos taurus	Liver	H_3_2481.2	H_3_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2481.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	H2481	Bos taurus	Liver	H_4_2481.1	H_4_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2481.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	H2481	Bos taurus	Liver	H_4_2481.2	H_4_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2481.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	H2481	Bos taurus	Liver	H_5_2481.1	H_5_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2481.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	H2481	Bos taurus	Liver	H_5_2481.2	H_5_2481	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2481.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	L2789	Bos taurus	Liver	L_1_2789.1	L_1_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane4_LVR_2789.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	L2789	Bos taurus	Liver	L_1_2789.2	L_1_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane4_LVR_2789.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	L2789	Bos taurus	Liver	L_2_2789.1	L_2_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2789.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	L2789	Bos taurus	Liver	L_2_2789.2	L_2_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2789.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	L2789	Bos taurus	Liver	L_3_2789.1	L_3_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2789.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	L2789	Bos taurus	Liver	L_3_2789.2	L_3_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2789.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	L2789	Bos taurus	Liver	L_4_2789.1	L_4_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2789.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	L2789	Bos taurus	Liver	L_4_2789.2	L_4_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2789.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	L2789	Bos taurus	Liver	L_5_2789.1	L_5_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2789.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	L2789	Bos taurus	Liver	L_5_2789.2	L_5_2789	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2789.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	H2881	Bos taurus	Liver	H_1_2881.1	H_1_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2881.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	H2881	Bos taurus	Liver	H_1_2881.2	H_1_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2881.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	H2881	Bos taurus	Liver	H_2_2881.1	H_2_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2881.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	H2881	Bos taurus	Liver	H_2_2881.2	H_2_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2881.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	H2881	Bos taurus	Liver	H_3_2881.1	H_3_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2881.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	H2881	Bos taurus	Liver	H_3_2881.2	H_3_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2881.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	H2881	Bos taurus	Liver	H_4_2881.1	H_4_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2881.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	H2881	Bos taurus	Liver	H_4_2881.2	H_4_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2881.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	H2881	Bos taurus	Liver	H_5_2881.1	H_5_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2881.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	H2881	Bos taurus	Liver	H_5_2881.2	H_5_2881	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2881.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	L2476	Bos taurus	Liver	L_1_2476.1	L_1_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2476.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	L2476	Bos taurus	Liver	L_1_2476.2	L_1_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2476.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	L2476	Bos taurus	Liver	L_2_2476.1	L_2_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2476.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	L2476	Bos taurus	Liver	L_2_2476.2	L_2_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2476.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	L2476	Bos taurus	Liver	L_3_2476.1	L_3_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2476.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	L2476	Bos taurus	Liver	L_3_2476.2	L_3_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2476.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	L2476	Bos taurus	Liver	L_4_2476.1	L_4_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2476.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	L2476	Bos taurus	Liver	L_4_2476.2	L_4_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2476.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	L2476	Bos taurus	Liver	L_5_2476.1	L_5_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2476.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	L2476	Bos taurus	Liver	L_5_2476.2	L_5_2476	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2476.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	I2838	Bos taurus	Liver	I_1_2838.1	I_1_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/1_lane4_LVR_2838.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	I2838	Bos taurus	Liver	I_1_2838.2	I_1_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/1_lane4_LVR_2838.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	I2838	Bos taurus	Liver	I_2_2838.1	I_2_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/2_lane1_LVR_2838.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	I2838	Bos taurus	Liver	I_2_2838.2	I_2_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/2_lane1_LVR_2838.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	I2838	Bos taurus	Liver	I_3_2838.1	I_3_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/3_lane2_LVR_2838.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	I2838	Bos taurus	Liver	I_3_2838.2	I_3_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/3_lane2_LVR_2838.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	I2838	Bos taurus	Liver	I_4_2838.1	I_4_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/4_lane3_LVR_2838.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	I2838	Bos taurus	Liver	I_4_2838.2	I_4_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/4_lane3_LVR_2838.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	I2838	Bos taurus	Liver	I_5_2838.1	I_5_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/5_lane4_LVR_2838.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	I2838	Bos taurus	Liver	I_5_2838.2	I_5_2838	Intermediate	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/intermediate/5_lane4_LVR_2838.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	H2943	Bos taurus	Liver	H_1_2943.1	H_1_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2943.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	H2943	Bos taurus	Liver	H_1_2943.2	H_1_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/1_lane1_LVR_2943.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	H2943	Bos taurus	Liver	H_2_2943.1	H_2_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2943.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	H2943	Bos taurus	Liver	H_2_2943.2	H_2_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/2_lane2_LVR_2943.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	H2943	Bos taurus	Liver	H_3_2943.1	H_3_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2943.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	H2943	Bos taurus	Liver	H_3_2943.2	H_3_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/3_lane1_LVR_2943.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	H2943	Bos taurus	Liver	H_4_2943.1	H_4_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2943.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	H2943	Bos taurus	Liver	H_4_2943.2	H_4_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/4_lane2_LVR_2943.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	H2943	Bos taurus	Liver	H_5_2943.1	H_5_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2943.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	H2943	Bos taurus	Liver	H_5_2943.2	H_5_2943	High	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/high/5_lane3_LVR_2943.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	L2925	Bos taurus	Liver	L_1_2925.1	L_1_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2925.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	L2925	Bos taurus	Liver	L_1_2925.2	L_1_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2925.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	L2925	Bos taurus	Liver	L_2_2925.1	L_2_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2925.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	L2925	Bos taurus	Liver	L_2_2925.2	L_2_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2925.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	L2925	Bos taurus	Liver	L_3_2925.1	L_3_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2925.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	L2925	Bos taurus	Liver	L_3_2925.2	L_3_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2925.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	L2925	Bos taurus	Liver	L_4_2925.1	L_4_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2925.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	L2925	Bos taurus	Liver	L_4_2925.2	L_4_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2925.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	L2925	Bos taurus	Liver	L_5_2925.1	L_5_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2925.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	L2925	Bos taurus	Liver	L_5_2925.2	L_5_2925	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2925.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	L2805	Bos taurus	Liver	L_1_2805.1	L_1_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2805.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	L2805	Bos taurus	Liver	L_1_2805.2	L_1_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2805.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	L2805	Bos taurus	Liver	L_2_2805.1	L_2_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2805.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	L2805	Bos taurus	Liver	L_2_2805.2	L_2_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2805.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	L2805	Bos taurus	Liver	L_3_2805.1	L_3_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2805.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
QBtau96	L2805	Bos taurus	Liver	L_3_2805.2	L_3_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2805.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd6	fastq
QBtau96	L2805	Bos taurus	Liver	L_4_2805.1	L_4_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2805.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd7	fastq
QBtau96	L2805	Bos taurus	Liver	L_4_2805.2	L_4_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/4_lane3_LVR_2805.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd8	fastq
QBtau96	L2805	Bos taurus	Liver	L_5_2805.1	L_5_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2805.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd9	fastq
QBtau96	L2805	Bos taurus	Liver	L_5_2805.2	L_5_2805	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/5_lane4_LVR_2805.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd10	fastq
QBtau96	L2800	Bos taurus	Liver	L_1_2800.1	L_1_2800	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2800.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd1	fastq
QBtau96	L2800	Bos taurus	Liver	L_1_2800.2	L_1_2800	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/1_lane5_LVR_2800.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd2	fastq
QBtau96	L2800	Bos taurus	Liver	L_2_2800.1	L_2_2800	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2800.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd3	fastq
QBtau96	L2800	Bos taurus	Liver	L_2_2800.2	L_2_2800	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/2_lane1_LVR_2800.fsq.r_2.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd4	fastq
QBtau96	L2800	Bos taurus	Liver	L_3_2800.1	L_3_2800	Low	2x96	96	fastq	phred	/users/rg/dkedra/seqCRG/B.taurus/01_all_files/low/3_lane2_LVR_2800.fsq.r_1.fastq.gz	RnaSeq	longPolyA	cell	1	Guigo(CRG)	FastqRd5	fastq
